review,sentiment
"Sarafina was a fun movie, and some of the songs were really great. Sarafina was very entertaining. I don't normally like music things like this, but the singing was not lame like it looked like on the box. The movie was useful for learning about history because it was an interesting perspective of the Soweto rioting of 1976. It showed you things from the perspective of the students in the rioting and showed you that they were real characters. Because you got to see them as real characters this makes you like them more as an audience, and makes you more sympathetic to them as totally the victims of the white government, who you can not sympathise with. The singing of the students is correct because we know from accounts that the students in the riot were singing and dancing before it became violent. The clothing of the students in Sarafina is very similar to the clothing shown in photos from Soweto. They made the movie actually in Soweto, which is why it looks very accurate in many parts. All these things make the film more accurate for someone using it to learn about aparthied. As viewers we must be critical of the way the history of Apartheid was presented. As I said before, you become sympathetic to the students - this makes it potentially less reliable and objective. Also, it changes some of the details from other accounts. In Sarafina it turns to chaos when the policeman comes into their classroom and shoots the students. The police and army were very aggressive at Soweto, but this is probably an exaggerated event. The police and army did shoot students, but there is not evidence of them going into schools and executing people like this. The fighting was more in the streets and had looting and crime. This is done in the movie probably to make you feel more sorry for the school students. The movie would have been more useful if it had some different information about aparthied. The teacher was arrested for being against the government, and the mum goes to work in a white persons house. But there is not any information about the government and why they were doing it or any details about the racist policies and laws. -By George S, Chris and Finlay",positive
"I didn't really expect much from ""The Night Listener"" and I actually never heard of it until I saw the cover in the videostore. However, the movie is very effective when it comes to building up suspension and tension. On occasion it drags a little, but it actually helps to keep you wondering what's going to happen and more importantly: when. As the movie progresses, the character played by Robin Williams gets dragged into some kind of ""cat and mouse"" spiel to the point where he becomes obsessed with finding out the truth and existence about a 14 year old abused kid that no-one seemed to have ever seen in person. The Night Listener is an interesting story, which is great in building up the suspense throughout the movie and you're pretty much kept in the dark of who is lying and what's real. However, in the end it kind of disappoints and doesn't live up to the potential it could have had. It doesn't really give you a detailed or plausible explanation about the other main character, which would have been helpful and interesting.",negative
"I usually don't walk out of a movie, but halfway thru I did. This movie promised something different, but I kept thinking haven't I seen that before? Spoiler Alert! Back in 1, the spaceship crashes and lands on earth, well, all these years later, with a super adult on board no less, this thing still manages to burn up and crash! What, this advanced civilization can't seem to develop landing gear? For an industry that's so liberal, we get to see another Woody Allen movie, no blacks please! Superman runs around saving people, making sure he sticks to Europe and the US, don't go into darkie areas please. Maybe I could stomach this about 30 years ago, but now now.",negative
"When this film opened back in 1976, legend has that it was met with massive jeering and disdain --- it was widely considered a failure. I vividly remember Ebert giving it one star and it was supposedly booed at Cannes.<br /><br />Apparently these people didn't understand the movie, which is not that hard to comprehend since it's very esoteric, dark, and layered in ways that still astound me. Reading through many of the reviews here I find (even after about 7-8 viewings over the years) many elements of the film I had previously glossed over. But even without understanding much the psychological underpinnings of the story, it's still a cracking suspenser...even if you just take the escalating paranoia and persecution that overtakes Polanski's title character like a tsunami wave over the course of it's two hour running time.<br /><br />Examining the source material --- an excellent novella by underrated novelist Roland Topor --- uncovers more intriguing layers. Polanski's Trekovsky is a milquetoast of the highest order. Though he seems at first to be yet another mild everyday soul, one gradually realizes he is one of those people who seems to aimlessly drift through life, letting it direct him. He seems to have few strong feelings about his likes and dislikes. He finds himself gently pushed this way and that, but never seems to get too bent out of shape regardless. This vague sort of wishy-washy-ness is more noticeable in the novel than the movie, but there are hints of it early in the film too.<br /><br />Making a play for the apartment of a woman, one Mademouiselle Choule, who is in the hospital recovering from a recent suicide attempt, appears to be the most daring thing he has attempted (even effectively haggling down the price of the deposit in the bargain). He soon finds, however, that he is paying for his ""good thing"" in more ways than he cares, as he finds himself in the center of maelstrom created by a building full of neurotic, control freaks who are hypersensitive to even the slightest sign of human life, such as a footstep in the night or a knock on the door.<br /><br />Instead of taking a stand though, Trelkovsky becomes increasingly alienated by the situation, and overtaken by paranoia and a sense of persecution. He becomes obsessed with Choule, imagining himself to be like her, dressing like her, etc. as his own personality rapidly begins to be wiped away by his own insanity.<br /><br />If anyone has ever doubted Polanski's fearlessness as an artist, they'd be well-advised to see this film. His trademark black humor is prominently (and sometimes embarrassingly) on display here and --- god bless him --- he makes himself the butt of it. It's a tour de force performance in one of the richest, riskiest, most Gothic horror movies ever made. That more people haven't seen it is a true crime.",positive
"In the opinion of several of my friends and family members, including myself, this is the finest of the entire gamut of Tarzan movies. Johnny Weissmuller never played the part as well in the following issues in the series. It definitely rates a ""10"" in my collection of films.",positive
"Saying this movie is extremely hard to follow and just as frustrating to sit through is putting it very mildly. Also saying that the current available print is dark, dreary, scratchy, abysmally edited, painfully dubbed, seemingly censored and in almost unwatchable shape is also correct. This film is in dire need of a good remastering from the full, uncut, original negative and seeing how it's reasonably atmospheric (and won the director an award at the Catalonia Film Festival), it might actually be worth the trouble. Then again, maybe not... It's just impossible to tell in its current condition what kind of movie it actually is. It starts fairly interesting, if you can discount the completely senseless pre-credits opening sequence, which involves a deranged cat-killing, snake-loving little girl named Gerda. The girls mom, Carla (Mónica Randall, who should have laid off the eyeliner a little bit), splashes some gasoline around in the garage and torches the brat. Seemingly about as crazy as young Gerda, she goes to visit her estranged photographer (ex?) boyfriend Mario (""John""/Cihangir Caffari). He's on vacation from work, but so desperate to get away from Carla that he begs his employers to set him up on an assignment... any assignment. She scowls ""You'll be sorry!"" as he heads out the door. Well, Mario is assigned to photograph ""Witches Mountain"" (somewhere in the Pyrenees, I believe). Before he gets to his destination, he gets sight of a hottie on the beach named Delia (Patty Shepard) and snaps a few pictures of her taking off her bikini top. Only slightly peeved, she claims to be a single writer, the two flirt and then decide it would be a swell idea if they went on the trip up the mountain together. When they stop by her place so she can pack her bags, Mario suddenly hears loud, sinister music. Delia claims he's just hearing things.<br /><br />So the two begin their trip up the mountain, taking a stop at a local inn to spend the night. There they encounter a weird, partially-deaf, crazy-eyed innkeeper (Victor Israel) and Delia claims someone was spying on here through her window. The next day, under some trance, she wanders off up the mountain and is eventually located by Mario, who hops out of his jeep and runs after her. While he's finding out what's up, someone steals their wheels and they're forced to walk a piece, eventually finding the jeep undamaged at the foot of a small, ancient, seeming abandoned village... almost like someone was trying to intentionally lure them there. Well as we will see, that's exactly what has happened. In the village they encounter a friendly old woman named Zanta (Ana Farra) who claims she's the only person still living there and lets them stay in her home. Mario takes some pictures of the ""abandoned"" city and when he develops them they are eerily full of people. Slightly creeped out, he and Delia begin to leave and get stuck in ""treacherous"" fog and have to pull over and camp out for the night. The rest of the movie has to do with voodoo dolls, black cats transforming into sexy women, Satanic rituals performed by ladies in their bras and a deadly fall off a cliff. And yeah, coincidentally Carla the estranged wife turns out to be one of the witches, too. It all takes place in semi-darkness and to be quite honest, I didn't know what the hell was going on most of the time. The inconclusive ""open"" ending is just an additional slap in the face to anyone having to suffer through the rest of this senseless mess.<br /><br />Honestly, there are just a few things that stand out to me as being really good. The first is actress Shepard, who has that great Barbara Steele kind of dark, mysterious beauty. There's also an excellent music score (credited to Fernando Garcia Morcillo) and chanting songs, which aided immensely in making this film as atmospheric as it is. The location work is fairly decent, but as I said, the print is ugly as can be and it doesn't make a lick of sense, so proceed with caution on this one.",negative
"I may be biased, I am the author of the novel The Hungry Bachelors Club, self-published in 1994. The screenplay was written by my good friend and hungry bachelor, Fred Dresch, who was the inspiration for the character Marlon in the film. I couldn't be more pleased with the trailer, I hope to see the film in its entirety and I will further comment. But Jorja Fox, who plays Delmar Youngblood, my character, is stellar. She carries the bulk of the emotional vehicles in fine form. I couldn't have done better myself! This looks like real people, hardly formula driven and thankfully drives my statement against racial prejudice home, gracefully and heartfelt.",positive
"I really enjoy this movie. The first time it was on Turner Classic Movies. All the actors did very well but Brynner steals the show again like always ( he is so sexy!).This is one of the movie that you do see Brynner's emotions. Actually this movie this is the first I ever seen him laugh because he plays very strong, larger-than-life and serious roles in other movies. In this movie you see both a masculine, tough and sensitive side of Brynner .Brynner seems to be a ""ladies'man"" in this movie.That is amazing how Brynner eats the glass cup and speaks in his Russian tongue it drives me crazy in love. I don't understand when both Brynner and Kerr ( they both have very good chemistry) stars in a movie together and then Brynner always die at the end it kind of reminds you ""The King and I"" in a way.",positive
"I am a longtime fan of the original of this movie (Bella Martha/Mostly Martha), and everything that makes that movie great and enjoyable to watch is missing from this one. I miss the slow pace, the build-up of characters and their style in small gestures, the dominance of lights and moods and moves over dialog. I don't think that the story itself is enough. Martha/Kate is more secluded, and Mario/Nick is not a clown. In most of the cases the things that makes one scene great in the original, its is not working in its copy here. The small alterations take away the tension. My opinion is that you should go and see the original. It'll worth the inconvenience of subtitles.",negative
"The Salena Incident is set in Arizona where six death row inmates are being transfered from the state prison for reasons never explained, while driving along the heavily armed prison bus gets a flat & the driver is forced to pull off the road. Then two blonde birds turn up & after seducing the incompetent prison guards manage to get the better of them, the six prisoners are released but in a shoot-out their getaway car is damaged leaving them all stranded in the middle of the Arizona desert. They decide to head to the nearest town, Salena several miles away & take the cops with them as hostage. Once they reach Salena they find it odd that the place is completely deserted with not one single other person in sight. They soon discover that the entire town has been killed by flesh eating aliens & they are firmly placed on the menu...<br /><br />Also known as Alien Invasion Arizona in the US on DVD & apparently having the working title Terror Town this rubbishy low budget sci-fi horror flick was co-written, co-produced & directed by Dustin Rikert & has no real redeeming features at all, to be frank The Salena Incident is the sort of film which gives films a bad name. The film could roughly be divided into two parts, the opening forty or fifty odd minutes focuses on the prisoners in a thriller feeling opening, the guards & the escape although it's pretty poorly written & staged stuff. The dialogue between the two blonde birds & the prison guards is so bad it's unintentionally funny as the two fit birds chat up the two not so fit prison guards. Funny stuff actually, unfortunately The Salena Incident is supposed to be a sci-fi horror film not a comedy. Then once the escaped cons & their prison guard hostages arrive at Salena it goes into sci-fi horror mode as the aliens turn up & start killing our clichéd character's off which is good because they are annoying. Look, the whole film sucks as it's badly written, thought out & made. I can't really be bothered to go into why but trust me The Salena Incident is awful on every level.<br /><br />As well as being just a bad, boring & stupid film The Salena Incident is also poorly made. The action set-piece scenes are awful, the aliens looks terrible & are never shown on screen at the same time as the human character's & as such it's sometimes difficult to tell what's happening. The special effects are poor too, the aliens look rubbish & the CGI computer effects are absolutely terrible as well. The editing is poor, the cinematography is poor, the sets are cheap & the whole thing is just an eyesore really. There's a bit of gore, there's some gunshot wounds, someone is ripped in half & a severed hand is seen.<br /><br />Obviously shot on a low budget The Salena Incident has low production values & looks cheap from start to finish. Filmed in Superior in Arizona. The acting is terrible from no-one I have ever heard of although the actress who plays the female doctor is pretty good looking.<br /><br />The Salena Incident is a rubbish sci-fi horror film that is terrible in just about every way, not worth 90 minutes of yours, mine or anyone else's time.",negative
"So I'm looking to rent a DVD and I come across this movie called 'End Game'. It stars James Woods and Cuba Gooding JR and has the synopsis of a taught political thriller. Well worth a look then. Or so I thought.<br /><br />Boy, was I wrong.<br /><br />End Game has just about the most ridiculous plot I have ever had the displeasure of enduring. Now being something of a whodunnit, I can't really tear into it as I would like without 'ruining' it for those who have yet to experience this monstrosity. But questions such as 'Why has he/she/they done this?', and 'Where on earth did they get the resources to pull this off?' are all too abundant following the film's unintentionally hilarious conclusion.<br /><br />As for the acting - you know those films where you can almost feel that an actor's realised that they've made a terrible mistake in signing on for a movie, and this then shows in their performance? This is one of those. Accompany this with a laughable script and seriously flawed, irritating direction and you have the recipe for cinematic poison.<br /><br />Of course, this didn't make it to the cinema, and for the same reason you should not allow it into your living room; it is appalling.",negative
"We're a long way from LAURA. Once again Otto Preminger directs, Dana Andrews stars as a police detective named Mark, and Gene Tierney is the beautiful woman who haunts him, but nothing else about WHERE THE SIDEWALK ENDS resembles everyone's favorite sophisticated murder mystery. Instead of deliciously quotable dialogue we get gritty, harrowing realism. While the earlier film took place in the ritzy upper echelons of New York society, here we're in the low-rent district of dark streets, hoodlums, cheap restaurants and crummy flats. Tierney, gorgeous as ever, now works as a department-store mannequin and lives in Washington Heights (the neighborhood of the ""doll"" who once got a fox fur out of LAURA's Mark McPherson). This time Andrews is Mark Dixon, an older, sadder, more troubled version of the cool cop in a trench coat. <br /><br />WHERE THE SIDEWALK ENDS belongs to a sub-genre of noir, movies about police brutality focusing on cops who can't control their violent impulses. Like Kirk Douglas's character in DETECTIVE STORY, Dixon owes his seething contempt for crooks to his father's criminal past. Where Douglas is self-righteous and blind to his own faults, Andrews is burdened by repressed guilt and self-loathing. He accidentally kills a suspect and covers up his actions with an attempt to throw suspicion on a slimy gangster (Gary Merrill) whom he has been vainly pursuing for years. Instead, a kindly cab driver is suspected because he's the father of the dead man's estranged and mistreated wife Morgan (Gene Tierney). Dixon, falling in love with the wife of the man he killed, tries desperately to save her father without giving himself away. <br /><br />Among noir protagonists, Dana Andrews had this distinction: he was incapable of appearing unintelligent. Even when playing an average Joe, as he usually did, he always comes across as unusually sensitive and perceptive; more than that, his air of being too thoughtful for his own comfort gives him that haunted--and haunting--quality that was his essence as an actor. He played ordinary guys, cops and soldiers, but always with a tragic undercurrent of seeing and knowing too much. His conscientious heroes are marked by exhaustion, guilt, the inability ever to ""lighten up."" No other actor could have expressed so well the bottled-up anger, the slow-burning pain, the agonized intelligence of Mark Dixon. He also has a muted tenderness, a muffled warmth and even wry humor that make him heartbreaking. This comes out when he takes Morgan to a restaurant where he's a regular, and for the first time we see this cold, brutal man trading mock insults with the waitress, whose sarcasm can't hide her affection and concern for him. When Dixon asks his partner for money to get a lawyer for Morgan's father, he supplies it even though they recently argued and Dixon threw a punch at him. There are no words about loyalty or knowing he's a good guy deep down, but we see it all in the man's anguished silence and his wife's resignation as she hands over some jewelry to pawn. Dixon's goodness comes across through other people's reactions to him as much as through Andrews's deeply moving performance. <br /><br />Though Dana Andrews was a minor star, he may be the quintessential forties man. He goes through some movies hardly ever taking off his overcoat; with that boxy, mid-century silhouette, further fortified by the fedora, the glass of bourbon, the cigarette he doesn't take out of his mouth when he talks, he looks imprisoned in the masculine ideal of toughness and impassivity. While many noirs romanticize the two-fisted tough guy, WHERE THE SIDEWALK ENDS offers an unflinching portrait of the reality behind the façade, a gripping and melancholy exploration of the roots and consequences of violence.<br /><br />Andrews was sadly underrated in his own time (he was the only one of the three protagonists in THE BEST YEARS OF OUR LIVES not nominated for an Academy Award, though his low-key performance is far more compelling than Frederic March's hammy, Oscar-winning drunk). Fortunately, Andrews appeared in some films that ensured his immortality, and now at last this little-known film, which contains his best performance, can be seen as part of the marvelous Fox Film Noir set. This series, including a number of never before released titles (such as NIGHTMARE ALLEY and THIEVES' HIGHWAY), suggests that Twentieth-Century-Fox may have had the finest record of all the major studios when it came to film noir.",positive
"This is my kind of film. I am fascinated by strange psychotic nightmares and this movie is just that. But it is also a dark comedy. While I see it mostly as a horror/thriller, there will be others who might see it as a black dramatic comedy.<br /><br />But either way, it is a fascinating descent into madness. The ending caught me off guard, but what an ending! It leaves the viewer a lot to think about.<br /><br />Powerful performances, a complex and detailed plot, a great script filled with dread and dashes of humor, and an eerie atmosphere make this a film worth watching.<br /><br />Personally, I think that I will need to watch this several more times to pick up and understand all the subtleties that are within. But it is such a film that it will be a pleasure and not a chore so to do.",positive
"This is one of the funniest movies I have ever seen. If you know the Real World and the people from those shows, this movie will be top notch, if you have never seen the real world you will still think it is an extremely funny movie but you won't get some of the inside jokes about the actors and the tv show.",positive
"I agree that the movie is a little slow at spots having many scenes of mundane everyday life and no dialog. And I wasn't impressed right after I watched it. However, after a few days, I realized that the movie stays with me and it evokes a melancholy mood which lingers in my mind. My appreciation of this movie increases. It certainly merits a higher consideration than those movies that are instantly forgettable.<br /><br />As many have commented, the movie is non-linear and that's a hallmark of European film-making as opposed to the linear narrative form that Hollywood favors. I don't really know whether it's true or not. Many also dislike its confusing structure and lack of clear explanations. To those viewers, I don't think there is much I can say to change their opinions. However, for others who have yet to see the film, DO expect to be challenged and DON'T expect the film to supply all the answers and you might come away enjoying it more than you would otherwise.<br /><br />The movie skips around a bit but really chronicles just 3 time periods. Pay attention to the hair style and you can easily separate out 2 of the 3 periods. It is also not as confusing as suggested; just enjoy and it'll all be clear at the end.<br /><br />Yes, lots of things are left unsaid or not shown, and lots of situations are left unexplored. But isn't that what life is like? A lot of time you're not sure of the motives of your friends/loved ones unless you confront them and even then, you can never be 100% sure if they told you the whole truth. This type of movies forces us to interpret the reasons behind the actions. The movie does, however, leave enough hints for you to make some reasonable assumptions. For example, Mathieu is manic depressive, to the point of suicidal. Why? I don't know, maybe his life is not turning out exactly as he expects it; maybe he misses his family but hasn't forgiven his father for abandoning his sick mother at her hours of need; maybe after all he sacrifices for Cedric, rearranging and indeed, shattering his life to be with him, he realizes that it is all ""coming undone"". I think the director meant to show us that he has always been a little off, mentality fragile by that scene w/ the dead bird. Maybe he has a very sensitive psyche and all these stresses are taking a toll on him. But we're also shown that he is not some animal torturing psycho by his loving interaction w/ the stray cat. Also, there is one conversation between the doctor and Cedric that sheds light on the reason behind the breakup and maybe the suicide attempt. The doctor asks him if everything is okay, and Cedric thinks so even though he cheated on Mathieu once, but that's nothing, according to Cedric. Is that the only reason, we don't know, there are probably others, all mixed up together. Is it paramount that we know exactly what they are? I don't think so, for this movie. Another telltale sign that they are ultimately not compatible is the historical ruins scene. Mathieu is interested in studying the ruins, Cedric is not. He is the one w/ the raging hormone who focuses only on the physical side without an intellectual side that Mathieu obviously needs.<br /><br />Finally, the ending is really rather hopeful and sweet. I was pleasantly surprised by the turn of events after the bleak tone that edges toward the end.<br /><br />I have two complaints for the DVD. One is the sound. It's very soft. I had to crank up the volume to hear the dialog and then when it switched to a bar or outdoor crowd scene, it became too loud. The other is that the subtitles can't be turn off; they stay on the screen. Most foreign movie DVDs not released by a major studio are shoddy this way unfortunately.",positive
"Jack Webb is riveting as a Marine Corp drill instructor in the D.I.. Webb play Sgt.Jim Moore, a tough but fair Marine whose job it is to prepare young teens for possible combat. No one could have played this role any better that Jack Webb. As a former Marine,I can assure that this is the most accurate film dealing with basic training in the Corp. Extremely entertaining!",positive
"I just got done watching The Edge of Love (by the way, this is one of the worst titles so far this year) and it felt like a chore. Watching Keira Knightly's unlikable, skeleton-looking character made me cringe even more throughout the coarse of the film.<br /><br />It took me four nights to watch this it was so boring. The only good thing about it was Cillian Murphy. He's always good/believable and is severely under looked in many films. This, however, was just not good enough for him.<br /><br />Apart from the unlikable characters, boring storyline, the plot was also emotionally unsatisfying. I felt like I spent my time watching this for nothing (which I did). I should have done the smart thing and turned it off, but I kept it on out of respect for Cillian Murphy and the great cinematography.",negative
"Nothing but the director's juvenile fantasy come to life. This 'movie' is nothing more than an excuse for the director/actor to play kissy face with an attractive young woman who would otherwise never give him the time of day.<br /><br />The plot is simple, the direction is nonexistent and the movie drags while the actor/director/writer/narrator narrates. Don't be fooled by the 'X' rating, there is no nudity and minimal gore.",negative
"Mild SPOILERS contained herein. I'm spoiling this film to save you the trouble of having to watch it. <br /><br />Jet Li's movies fall into one of two categories: Shaolin period movies and movies set in modern-day Hong Kong revolving around Triads or Triad like organizations. Each genre has its best and worst films. `Twin Warriors' is Jet Li's best Shaolin era flick while `The Evil Cult' is his worst. `Fist of Legend' while in the recent past is the best `modern era' Jet Li movie. `Black Mask' without a doubt is the worst.<br /><br />Jet Li plays a self-exiled mercenary who received an injection that gives him superhuman ability, but shortens his life span. In his `new life' in exile he plays a pacifist librarian. When his old mercenary squad goes on a rampage, Jet Li becomes a vigilante determined to stop them. He dons a very silly corrugated cardboard mask so as to conceal his identity from the police (and public) as a librarian, as well as to conceal his true identity to his ex-comrades in arms.<br /><br />The version I saw was dubbed, and horribly at that. Why does Jet Li capture and hold hostage his library co-worker if he's a pacifist? Is there a love story between them? Why does the police chief not care when he learns of the Black Mask's true identity? The plot is just plain BAD. Bad by way of the superhero cheesiness, bad in the sense that characters are never properly developed, bad in its character interactions, all topped off by a half-explained story I quickly lost interest in. <br /><br />The action and martial arts sequences are way over the top. Lots of blood, gore (severed body parts aplenty), explosions, and Matrix style superhuman martial arts fiascos are present in the film. Unfortunately this is the films best and only selling point. If you want to see Jet Li playing a vigilante superhero in a Mission Impossible style movie `Black Mask' delivers. For the rest of us Jet Li fans it is a true disappointment. This is one of those movies where Jet Li never gets to be Jet Li: he gets neither the chance to charm us with his charisma, nor a chance to impress us with his impressive yet realistic martial arts ability. <br /><br />Normally a Chinese knockoff of Ozzy Osbourne would be enough to engross me in a film, sadly `Black Mask' proved to be an exception to that rule. Indeed the antagonist of this movie, by the way he dresses, his long straight hair, and trademark round sunglasses looks like the modern and aged Ozzy Osbourne. However the villain isn't on-screen long enough to make the gimmick worthwhile. I am assuming the likeness to Ozzy was intentional; in addition to the villain's look, he also ran a satanic looking hideout. So much more could have been made from the Ozzy Osbourne villain gimmick! If only the writer, director, or ANYONE had bothered to give a background to and develop the character of the film's arch villain!<br /><br />`Black Mask' was the first Jet Li film released on video in the USA after Lethal Weapon 4, and I'm glad I stayed away from it until now. It may well have ruined my whole perception of Jet Li as a martial artist and actor. If you want to see Jet Li at his worst, rent `Black Mask' and `The Evil Cult' and make it a double feature or horror, both intentional and unintentional. Otherwise stick to moves that utilize the talents of Jet Li, and have plots that are semi-well thought out and plausible. 3/9 stars.",negative
"Fascinating downer about a would-be male hustler in New York City forced to live in a condemned building with a crippled con-man. Extremely bleak examination of modern-day moral and social decline, extremely well-directed by John Schlesinger (who never topped his work here) and superbly acted by Jon Voight and Dustin Hoffman. Packs quite a punch overall, yet the ""fantasy"" scenes--some of which are played for a chuckle--are mildly intrusive, as is the ""mod"" drug party. The relationship that develops between the two men is sentimental, yet the filmmakers are careful not to get mushy, and this gives the picture an edge it might not have had with a lesser director than Schlesinger. Originally X-rated in 1969, and the winner of the Best Picture Oscar; screenwriter Waldo Salt (who adapted James Leo Herilhy's book) and Schlesinger also won statues. ***1/2 from ****",positive
"""Caligula"" shares many of the same attributes as the 1970 ""Fellini Satyricon"" with bizarre sights, freakishness, and depictions of sexual excesses all set in the ""glory"" of ancient Rome. But Fellini it ain't... First of all it is not as entertaining. Far too much screen time is devoted to bug-eyed, rubber-faced McDowell in the titular role. His performance is far too fey and campy to be convincing. The portrayals by Jay Robinson in ""The Robe"" (1953) and David Cain-Haughton in ""Emperor Caligula"" (1983) are far more persuasive and believable, with the latter being the most nuanced. Relief could have been judiciously provided by developing the surrounding characters more fully. As it is, they are little more than cyphers. One example is the role of Macro, played by Guido Mannari who has tremendous screen presence in an important role, but is mostly left in the background. The only positive features to credit are the adroit use of some Prokofiev and Stravinsky themes in the music score and the inclusion of some of the distasteful but nevertheless accurate actions of the despot. These two factors are far less than what is needed to relieve the prevailing tedium, however.",negative
"An art house maven's dream. Overrated, overpraised, overdone; a pretentious melange that not only did not deserve Best Picture of 1951 on its own merits, it was dwarfed by the competition from the start. Place in the Sun, Detective Story, Streetcar Named Desire, Abbott and Costello Meet the Invisible Man; you name it, if it came out in '51, it's better than this arthouse crapola. The closing ballet is claptrap for the intellectual crowd, out of place and in the wrong movie. Few actors in their time were less capable (at acting) or less charismatic than Kelly and Caron. My #12 Worst of '51 (I saw 201 movies), and among the 5 worst Best Picture Oscar winners.",negative
"This is definitely one of the weaker of the series of Carry On films. It lacks the usual fun and sparkle and even the cast seem embarrassed by the poor dialogue. By the time this came out, the series was in terminal decline and boy does it show! If you're coming fresh to this series, avoid this one till near the end.",negative
"Incarcerated train robber near Yuma breaks free his chain-gang and heads for the retired sheriff responsible for killing his wife (as well as a hidden stash of gold which remains hidden thanks to the screenwriter). Attempt to bring the western genre up-to-date with 1970s-style violence and brutality isn't even in the same league as some of the new-fangled westerns which came out of the late-'60s. It is impossibly simple and square, with the female characters merely around as punching-bags and possible rape victims. As the former sheriff back in command, Charlton Heston gives one of his laziest, least-inspired performances ever (he has one good moment, attempting to read a letter and fumbling for his glasses). James Coburn, as the half-mad half-breed, is pretty much on auto-pilot as well, but Coburn has a way of turning even the hoariest dialogue and situations into something prickly and unnerving. It's his show all the way. *1/2 from ****",negative
"This show was so exhausting to watch and there's only two numbers Drowned World (Substitute For Love) and Paradise (Not For Me) were you can sit down and just contemplate it all. The opening of this show will go down in history as the most visually thrilling, as Madonna enters the stage via a gigantic Swarovski crystal ball that comes down from the ceiling and the huge screens from behind it show images of horses galloping. Horses play a role in this show due to Madonna falling off one. The infamous scene of Madonna on the crucifix is in this show as a huge screen counts to 12 million, the number of how many African children are orphaned due to Aids. At the end a website address comes up for anyone interested in donating. We then go into the theme of the environment and again images of politics and religion are shown. There's an interlude and then the show starts again to the music of I Love New York and Ray of Light this part of the show is one of my favorites with the dancers doing there funny hand movements. Towards the end there's the Music number with the song Disco Inferno mixed in with the song and the dancers make more of there presence known. The ending again is full of energy as the show wraps up to the tunes of Lucky Star and Hung Up and hundreds of golden balloons fall from the ceiling at the end the message ""Have you confessed?"" comes up. The DVD is worth buying and when it came out the soundtrack for the show was added as a bonus. Jonas Akerlund did a great job with the footage for this show keeping it consistent with the style of the tour.",positive
"I am not one of those people that will walk out of a movie that was based on source material and automatically say, ""The book was better."" I know better than to demote the value of a movie just because it wasn't a faithful adaptation. There is a lengthy process and lots of decisions that go into making a movie that are sometimes out of the director's/editor's/cinematographer's/producer's control and certainly out of the original author's control. Therefore, it is unreasonable to expect a movie to be exactly the same, word for word, as a book or play or video game or Disneyland Ride, or whatever! A movie should be judged on its own standard and how it fits in society. Moreover, a successful movie should be made because the material is relevant to the society which it belongs and, if it is based on source material, its relevance needs to be reexamined and enhanced by the filmmakers. <br /><br />Films like There Will Be Blood follow this paradigm because while it was based on a novel written at the turn of the century, Oil!, it feels relevant because of things like the Iraq war and energy concerns that the film's country of origin, the US, was and is experiencing. Even King Kong, based on the original film, benefits from using new technology and concerns of animal rights that people have.<br /><br />With that said, I just don't understand why they even bothered to make this movie? Besides the great performances, guaranteed Oscar nods and Shanley's director/writers fee and royalties he will get, this movie seems to come from nowhere. It should have simply stayed as a play. The movie (which is essentially the same as the play) says nothing new about the reprehensible sexual atrocities committed and in many cases covered up by the Catholic church here and abroad. It says nothing new or different than the original play. I can't help but compare this movie to another movie that came out at around the same time: Frost/Nixon, which was also based on a play. Frost/Nixon, while about Nixon's regrets, seems relevant because it seems to have come at a time when President Bush was about to leave office. The regrets that Nixon had, as depicted in the play/movie, about the war and his presidency could just as easily reflected on Bush and his presidency. In that respect Frost/Nixon seemed more relevant and actually benefited from a wider distribution via film because it got people talking and reflecting about the political status quo in the country at the time. In contrast, Doubt felt like it was yesterday's news and didn't seem to offer anything that the play didn't offer.<br /><br />Of course the movie is ""good,"" the performances are outstanding, and the screenplay adaptation is apt, but so what? Why didn't it just stay as a play? Why, besides marketing and financial reasons, make it into a movie? It gave audiences nothing new to discus about the awful subject.",negative
My husband and I just got done watching this movie. I was not expecting it to be this good! I was really astonished at how great the story line was. I'm usually very good at figuring out twisty plots...but this one had me. I loved it! I'm going to have to watch it again before I take it back. I might even have to buy it. :),positive
"Some people have stated that as of the 11th season, South Park has started a trend of leaving behind their politically biting satire for shallow spoofs; but this could not be further from the truth.<br /><br />While this episode does spoof the Living Dead series, there is more. It is a satire of how people treat the homeless. Characters say things like ""They're pretending to be just like us"" or ""They want to be human."" This episode attacks a culture of people who ignore the lower class who are often just down on their luck.<br /><br />So yes, it is still a satire, and also a wonderful spoof. What more could you want?",positive
